address,agent_name,agent_url,available,balcony,city,construction_type,deposit,description,district,dwelling_type,energy_rating,house_name,house_url,interior,living_area_m2,maximum_months,minimum_months,number_of_bathrooms,number_of_bedrooms,number_of_rooms,offered_since,pets_allowed,price,property_type,rental_agreement,service_cost,smoking_allowed,status,year_of_construction
4815 GW (Belcrum),Heimstaden,https://www.pararius.com/real-estate-agents/amsterdam/heimstaden,06-01-2025,Not present,Breda,New development,,"Description 

                                                         Nice apartment for rent in Breda with 1 bedroom in the Belcrum district.",Belcrum,Flat,A+++,For rent: Flat Stationslaan 344,https://www.pararius.com/apartment-for-rent/breda/3574614f/stationslaan,Shell,50.0,,,1,1,2,06-01-2025,,1119.0,Upstairs apartment,,,,For rent,2023
4815 GW (Belcrum),Heimstaden,https://www.pararius.com/real-estate-agents/amsterdam/heimstaden,06-01-2025,Present,Breda,New development,,"Description 

                                                         Spacious apartment with balcony for rent in Breda with 3 bedrooms in the Belcrum district.",Belcrum,Flat,A++,For rent: Flat Stationslaan 382,https://www.pararius.com/apartment-for-rent/breda/e5089455/stationslaan,Shell,156.0,,,1,3,4,06-01-2025,,1975.0,Upstairs apartment,,,,For rent,2023
2135 HS (Hoofddorp Toolenburg Oost),ViaDaan,https://www.pararius.com/real-estate-agents/eindhoven/viadaan,01-02-2025,Not present,Hoofddorp,Existing building,5200.0,"Description 

                                                         See for English bellow: 
 Grote en volledig gemoderniseerde eengezinswoning (150 m2) met 7 kamers, waaronder 5 ruime slaapkamers en 2 luxe badkamers, gelegen in een rustige groene buurt. Deze woning geniet van een uitstekende ligging met betrekking tot diverse voorzieningen, zoals openbaar vervoer, verschillende basis- en middelbare scholen, de internationale school, kinderopvang, een winkelcentrum en het park de Toolenburger Plas. 
Amsterdam, Schiphol en Haarlem liggen dichtbij en zijn gemakkelijk bereikbaar per auto of openbaar vervoer. Er is voldoende gratis parkeergelegenheid in de directe omgeving van het huis. 
 Indeling: 
Begane grond: Betreed de woning via de entree/hal, waar zich ook de meterkast, toiletruimte en trapkast bevinden, inclusief een ingebouwde kast. De royale en lichte woonkamer is voorzien van een moderne pvc vloer met vloerverwarming. De open keuken bevindt zich aan de achterzijde van de woning en is in een handige hoekopstelling geplaatst. Deze keuken is uitgerust met hoogwaardige inbouwapparatuur zoals een koelkast, vriezer, 4-pits elektrisch fornuis met afzuigkap, oven, magnetron en vaatwasser. Via de schuifdeur aan de achterkant van de woning bereikt u de achtertuin, die een diepte heeft van ongeveer 11 meter. 
 Eerste verdieping: Hier bevindt zich een overloop, drie royale slaapkamers en een recent gerenoveerde badkamer met ligbad, inloopdouche, wastafelmeubel, en zwevend toilet. 
 Tweede verdieping: Via de overloop komt u bij een tweede badkamer met cv-/wasruimte, uitgerust met een wasmachine, droger en vriezer, twee ruime (slaap)kamers en een walk-in closet. 
 Bijzonderheden: 
* Huurperiode minimaal 1 jaar 
* Waarborgsom van 2 maanden 
* Huurprijs is exclusief servicekosten 
* Bruto inkomenseis 3 maand huur 
* Huisdelen is niet toegestaan; het huis wordt alleen volledig verhuurd 
 -------------------------------------- 
 Large and fully modernized family home (150 m2) with 7 rooms, including 5 spacious bedrooms and 2 luxurious bathrooms, located in a quiet green neighborhood. This property enjoys an excellent location with regard to various amenities, such as public transportation, several primary and secondary schools, an international school, childcare, a shopping center, and the park named de Toolenburger Plas. Amsterdam, Schiphol, and Haarlem are nearby and easily accessible by car or public transportation. 
There is plenty of free parking right near the house. 
 Layout: 
Ground floor: Enter the house through the entrance/hall, where you will also find the meter cupboard, toilet area, and stair cupboard, including a built-in closet. The spacious and bright living room features a modern PVC floor with underfloor heating. The open kitchen is located at the rear of the house and is arranged in a convenient corner layout. This kitchen is equipped with high-quality built-in appliances, including a refrigerator, freezer, 4-burner electric stove with hood, oven, microwave, and dishwasher. Through the sliding door at the back of the house, you access the backyard, which has a depth of approximately 11 meters. 
 First floor: Here, you will find a landing, three spacious bedrooms, and a recently renovated bathroom with a bathtub, walk-in shower, washbasin, and wall-hung toilet. 
 Second floor: Through the landing you reach a second bathroom with central heating/laundry room, equipped with a washing machine, dryer and freezer, two spacious (bed)rooms and a walk-in closet. 
 Special features: 
* Rental period minimal of 1 years 
* Security deposit of 2 months 
* Rent excludes service costs 
* Gross income requirement 3 times the monthly rent. 
* House sharing is not allowed; the house is only rented out in its entirety",Hoofddorp Toolenburg Oost,House,C,For rent: House Reina Prinsen Geerligsdreef 59,https://www.pararius.com/house-for-rent/hoofddorp/629a23ba/reina-prinsen-geerligsdreef,Furnished,150.0,,,1,5,6,06-01-2025,,2600.0,"Mid-terrace house, Family home",Unlimited period,Excludes: Service costs,,For rent,1990
1181 EE (Randwijck West),Koops Makelaardij Amstelveen,https://www.pararius.com/real-estate-agents/amstelveen/koops-makelaardij-amstelveen,03-03-2025,Not present,Amstelveen,Existing building,7000.0,"Description 

                                                         Graaf Willemlaan, Amstelveen/ Randwijck (approx 185m2 )  €3500,- Excl. G/W/E 
Spacious cornerhouse with two bathrooms and garage located in a child friendly and popular area in Amstelveen. Entrance with toilet and staircase. Spacious living room with dining area and kitchen. Luxurious kitchen with all appliances needed including an American fridge, dishwasher and oven. The kitchen gives access to the garage of approximately 20m2. Sliding door gives access to the lovely green garden with view on a large field.  
 The 1st floor has two bedrooms and a smaller room. The master bedroom is equipped with bed, closet and walk- in closet. Bathroom with bath, shower and double sink. The 2nd floor comes with 2 spacious bedrooms (22m2) with bed and wardrobe. Second bathroom with shower, toilet and double sink. Next to the house is a private driveway with space for two cars.  
 A short distance away is the Groot Gelderlandplein shopping center and the fashionable, covered shopping center 'Het Stadshart' with the Rembrandtweg as an extension; a modern and luxurious shopping area with entertainment options. For daily shopping, the shops (including Jumbo) on the Rembrandtweg are within walking distance. The nearby highways A9 and A10 (the ring around Amsterdam) ensure good accessibility by car. Amstelveen bus station is located near the Stadshart with bus connections that go north (Amsterdam) and south to Amstelveen/Schiphol/Aalsmeer/Uithoorn and the surrounding area. The Amsterdam Zuidas can be reached within a few minutes by car via the Beneluxbaan. The center of Amsterdam is within cycling distance. There is a wide choice of primary and secondary schools in the vicinity as well as 2 international schools and various sports facilities for young and old such as tennis, football and hockey clubs.",Randwijck West,House,E,For rent: House Graaf Willemlaan 29,https://www.pararius.com/house-for-rent/amstelveen/0f144616/graaf-willemlaan,Upholstered,185.0,,,2,,6,06-01-2025,,3500.0,"Corner house, Family home",,,,For rent,1959
3011 ZZ (Stadsdriehoek),Kolpa van der Hoek Makelaars,https://www.pararius.com/real-estate-agents/rotterdam/kolpa-van-der-hoek-makelaars,01-02-2025,Present,Rotterdam,Existing building,,"Description 

                                                         This beautifully furnished 3-room flat located in the centre of Rotterdam with spacious balcony on the 4th floor in the complex 'Laurensveste'. The property is located near various facilities which can be reached within walking and cycling distance. For example, there are several restaurants in the area, at 5 minutes cycling distance there are several shopping facilities, cinemas, museums and at 5 minutes cycling distance from the city centre. Near the property, several public transport options are located, for example metro station Blaak and bus stops can be reached within a 2-minute walk. You don't have to travel far for outdoor activities either. The Park and the Nieuwe Maas can both be reached within 5 minutes. 
 Letterboxes can be found at the entrance to the building next to the sliding doors. The building has a wide staircase corridor and a lift giving access to the flat. 
 Layout: 
Entrance, the spacious hall contains the toilet with hand basin, storage room with washing machine and dryer. The bathroom has a bathtub and washbasin with mirror, the end of the hall gives access to the spacious open living room, with lots of natural light through the large open windows and a door to the balcony. The living room is also equipped with an open-plan corner kitchen. The kitchen is equipped with a ceramic hob, oven, microwave, extractor hood, dishwasher and fridge/freezer. The hall also gives access to bedroom 1 with a door to the balcony, due to the large windows this room also provides plenty of natural light. The bedroom is equipped with a double bed and wardrobes. Bedroom 2 is equipped with a single bed and 2 wardrobes. Through the living room, the door gives access to the balcony, the balcony gives a nice view of the street at the front of the house and a good view of the Kijk-Kubus houses of Rotterdam. 
 Details: 
 
 Available immediately; 
 Light laminate flooring throughout the flat; 
 Complex is located around a tennis court; 
 Possibility to rent parking space in parking garage. 
 
 Conditions: 
 
 Minimum rental period: 1 year; 
 Preferred starting date: per 1st of February 2025; 
 Rental price correction: the rent and payment for furniture / fittings, fixtures and other equipment  will be adjusted subsequently on an annual basis as provided the general terms and conditions, according to the numbers given by CBS; 
 Utilities: the costs for gas, water and electricity are not included in the rent and must be contracted by tenant directly with the utility companies; 
 Deposit: after consultation with landlord, with a minimum of 1 month; 
 
 This information has been carefully compiled by Kolpa Rental Services. However, no liability is accepted for any incompleteness, inaccuracy or otherwise, or the consequences thereof. All stated dimensions and surface areas are indicative only. The NVM conditions apply.",Stadsdriehoek,Flat,B,For rent: Flat Mariniersweg 166,https://www.pararius.com/apartment-for-rent/rotterdam/91e2922d/mariniersweg,Furnished,80.0,,,1,2,3,06-01-2025,,2000.0,"Staircase-accessed flat, Apartment",,,,For rent,1985
2311 VZ (Academiewijk),Casalex,https://www.pararius.com/real-estate-agents/leiderdorp/casalex,06-01-2025,Not present,Leiden,,1500.0,"Description 

                                                         Room Available in Fully Renovated House in the Center of Leiden 
 Are you looking for a room in a beautiful, fully renovated house? This unique opportunity offers you a room in a house located next to the birthplace of Rembrandt van Rijn. The property is available immediately and is situated in one of the most stunning locations in the center of Leiden. 
 Location 
The house is within walking distance of the university, LUMC, Central Station, shops, museums, supermarkets, and various restaurants. Situated along the Rhine River, it offers a view of an old bridge and Molen de Put. Despite its central location, the street is quiet and ideal for living. 
 Facilities 
The house is fully (newly) furnished and features 6 bedrooms. It also includes shared: 
 
 Living Room : With seating area, dining table, and armchairs 
 Study Room : Equipped with a reading table and desks 
 Laundry Room : With 2 washing machines and a dryer 
 Kitchen : Fitted with modern appliances 
 Bathroom : With walk-in shower 
 Garden : Including bike storage 
 Roof Terrace : Offering stunning views of the historic area of Leiden 
 
 Additionally, the house is equipped with TV and internet and offers all the comforts of student life. A bedding and towel package is available upon request. 
 Features 
 
 No pets allowed 
 No smoking allowed 
 Furnished 
 Available immediately 
 Security deposit: 2 months’ rent 
 Temporary rental contract until July 31, 2026 
 Internet and TV included 
 Room sizes: 8 m², 14 m², 18 m², 21 m² 
 Registration possible 
 No agency fees for the tenant 
 Gas, water, and electricity included in the price 
 
 Rental Prices 
 Room 1 (8.0 m²) 
 
 Base rent: €695 
 Advance payment for gas, water, electricity: €80 
 Other service costs: €75 
 Furnishing: €50 
 Total monthly rent: €900 
 
 Room 2 (14 m²) 
 
 Base rent: €735 
 Advance payment for gas, water, electricity: €85 
 Other service costs: €75 
 Furnishing: €50 
 Total monthly rent: €945 
 
 Room 3 (18 m²) 
 
 Base rent: €760 
 Advance payment for gas, water, electricity: €90 
 Other service costs: €75 
 Furnishing: €50 
 Total monthly rent: €975 
 
 Room 4 (21 m²) 
 
 Base rent: €780 
 Advance payment for gas, water, electricity: €95 
 Other service costs: €75 
 Furnishing: €50 
 Total monthly rent: €1000 
 
 Are you a serious student who is tidy and respectful towards housemates? Contact us!",Academiewijk,Room,,For rent: Room Galgewater,https://www.pararius.com/room-for-rent/leiden/f4e64a61/galgewater,Furnished,249.0,19,,,,10,05-01-2025,No,945.0,,Temporary rental,"Includes: Electricity, Gas, Internet, Service costs, Water",No,For rent,
6333 BL (Schimmert),Braam Vastgoed - de woningverhuurspecialist,https://www.pararius.com/real-estate-agents/geleen/braam-vastgoed-de-woningverhuurspecialist,01-03-2025,Not present,Schimmert,Existing building,2000.0,"Description 

                                                         House with garden for rent in Schimmert with 3 bedrooms in the Schimmert district.",Schimmert,House,A+++,For rent: House Montfortstraat,https://www.pararius.com/house-for-rent/schimmert/7228eabb/montfortstraat,Upholstered,100.0,,12,1,3,4,06-01-2025,,1500.0,"Corner house, Family home",Unlimited period,Excludes: Service costs,,For rent,2024
9712 SB (Hortusbuurt-Ebbingekwartier),K&P Makelaars,https://www.pararius.com/real-estate-agents/groningen/k-en-p-makelaars,01-02-2025,Not present,'t Jatstraat,Existing building,1175.0,"Description 

                                                         Very luxurious apartment in a prime location, within walking distance of the city center. The space is located in a characteristic monumental building. From here, all locations of the Hanze University of Applied Sciences, the University, UMCG and Central Station are easily and quickly accessible. Noorderplantsoen is just around the corner, as is the city centre. 
 The apartment is located on the top floor, at the front of the building. The living area with open kitchen is ± 18 m². The space has a staircase to an open floor of ± 11 m². This floor is at standing height, so you can study and/or sleep well, and there is also an extra cable connection. Here is also the modern bathroom with washbasin with furniture, toilet and walk-in shower. 
 The private luxury kitchen is equipped with a hob, dishwasher, refrigerator and extractor. On the floor is a top quality PVC laminate floor. There are also lamps and blinds. In addition, this room has a ventilation system, so you always have fresh air in your living space! You don't have to do anything about it anymore: you can go right in. 
 Rent allowance is not possible 
Rental period minimum 12 months 
Deposit equal to 1 month's rent 
 Suitable for 1 working person or a student who wants to live in a prime space in a prime location. If you are interested, please send an e-mail to stating what you do in daily life and whether you want to bring pets. 
 We make a selection of those interested, if you do not receive a response, you are not invited for the viewing. No viewings are scheduled by telephone.",Hortusbuurt-Ebbingekwartier,Flat,C,For rent: Flat Nieuwe Kijk,https://www.pararius.com/apartment-for-rent/groningen/29cc1c1c/nieuwe-kijk-in-t-jatstraat,Upholstered,35.0,,,1,1,2,06-01-2025,No,1175.0,"Gallery flat, Apartment",Unlimited period,"Includes: Electricity, Gas, Internet, Service costs, Water",,For rent,1893
6224 EJ (Wittevrouwenveld),NOVA Housing,https://www.pararius.com/real-estate-agents/maastricht/nova-housing,01-02-2025,Not present,Maastricht,Existing building,1700.0,"Description 

                                                         For Rent: Modern Studio in Historic Building – Available from 01-02-2025 
 Burgemeester Michiels van Kessenichpassage 2A01, Maastricht 
 Live in style in the heart of Maastricht! Now available in the iconic 'Old Skool Maastricht': a beautifully furnished 18m² studio with a private entrance, modern kitchen, and bathroom. 
 The studio was fully renovated in 2024, retaining authentic features like high ceilings and original floors, seamlessly blended with contemporary design elements. This harmony of old and new creates a unique and welcoming home. Additionally, the property is sustainable and environmentally friendly, boasting excellent energy efficiency. 
 Key Features: 
 
 Fully furnished with elegant, modern decor 
 Kitchen equipped with a ceramic cooktop, combi microwave oven, extractor hood, and built-in fridge with freezer compartment 
 Luxurious bathroom with spacious shower, toilet, sink, and large mirror 
 Energy-efficient: gas-free and energy label A+++ 
 Air conditioning for optimal comfort 
 Shared (paid) laundry facilities 
 Outdoor bike storage 
 Optional parking space (available for rent separately) 
 
 Additional Information: 
 
 Minimum rental term: 12 months 
 Pets are not allowed",Wittevrouwenveld,Studio,A+,For rent: Studio Burgemeester Michiels van Kessenichpassage,https://www.pararius.com/studio-for-rent/maastricht/393e930f/burgemeester-michiels-van-kessenichpassage,Furnished,19.0,,12,1,1,2,06-01-2025,No,850.0,Studio,Unlimited period,"Includes: Electricity, Gas, Internet, Service costs, Water",No,For rent,1949
9717 KC (Noorderplantsoenbuurt),K&P Makelaars,https://www.pararius.com/real-estate-agents/groningen/k-en-p-makelaars,01-02-2025,Not present,Groningen,,595.0,"Description 

                                                         Neat room with its own kitchen within walking distance of the Noorderplantsoen. 
 The room is located on the second floor at the rear of the house, the room is approximately 18m2. You share the bathroom and toilet with 3 roommates. 
 
 minimum rental period is 12 months 
 deposit equal to one month's rent 
 
 If you are interested, please send an email stating who you are and which study you are doing. 
 We will make a selection of those interested. You will not receive a response to your e-mail; then you will not be invited for a viewing.",Noorderplantsoenbuurt,Room,,For rent: Room Koolstraat,https://www.pararius.com/room-for-rent/groningen/ad736bf3/koolstraat,Upholstered,18.0,,12,,,1,06-01-2025,No,595.0,,Unlimited period,"Includes: Electricity, Gas, Internet, Service costs, Water",No,For rent,
1077 JB (Prinses Irenebuurt e.o.),Listings,https://www.pararius.com/real-estate-agents/amsterdam/listings,01-02-2025,Present,Amsterdam,Existing building,9000.0,"Description 

                                                         Beautifully renovated corner penthouse apartment (111sqm) located right next to the Beatrixpark and within walking distance from the WTC / Business District.  
 The apartment has 3 bedrooms, 2 bathrooms, spacious living room, wide balcony, gas fireplace and a beautiful view over the water and the Beatrixpark. 
The apartment is completely renovated under architecture ( Workshop architects) and features high end interior and designer furniture. 
 Location; 
The apartment is very well located, next to the Beatrixpark in a quiet dead-end street within walking distance of the Beethovenstraat with stores for daily shopping, cozy restaurants and coffee bars. It is also located near the shopping center ""Gelderlandplein"". The apartment is accessible both by car (A10 exit S108 or S109) and by public transport (bus and ""tram"" stop in front of the door and the Station Zuid/WTC with a direct connection to Schiphol Airport is less than 5 minutes walk away).  
 Layout; 
Communal hall, well maintained with a staircase and access to the elevator.  
 On the fourth floor there is a landing with access to only 2 apartments on this floor. 
Upon entering there is a hallway with access to all rooms.  
 On the left side is the primary bedroom with balcony, fitted wardrobes and an en-suite bathroom with sink and shower.  
 Straight ahead you walk through to the kitchen equipped with all the necessary appliances, Quooker, extra large refrigerator with freezer, induction hob, dishwasher and microwave. 
Adjacent to the open kitchen the spacious living room with gas fireplace, access to the balcony (south) with beautiful views over the Beatrixpark.  
 You walk through the corridor built around a square where the toilet, meter cupboard and second bathroom (shower, sink, toilet) are incorporated, through to the two bedrooms on the south side. 
This is a smaller bedroom, equipped with a desk and built-in closet, the third bedroom on the south side also has a built-in closet and desk. In the hall is the laundry room with a washingmachine, dryer and spacious closet. Throughout the apartment is air conditioning, underfloor heating and a beautiful cast floor. 
Furthermore, the hall is lockable in three places with sliding doors for more privacy and flexibility.  
 Features; 
 
 Elevator 
 Furnished 
 No pets 
 Excl. gas, water, electricity, internet, advance heating costs 
 Possibility to rent the garage for an additional € 250 per month",Prinses Irenebuurt e.o.,Flat,D,For rent: Flat Beethovenstraat,https://www.pararius.com/apartment-for-rent/amsterdam/9c3ba900/beethovenstraat,Furnished,111.0,,,2,3,4,06-01-2025,,4500.0,"Penthouse, Apartment",,Includes: Service costs,,For rent,1956
