address,agent_name,agent_url,area,available,balcony,construction_type,deposit,description,duration,dwelling_type,energy_rating,garden,house_name,house_url,interior,number_of_bathrooms,number_of_bedrooms,number_of_rooms,offered_since,pets_allowed,price,property_type,rental_agreement,service_cost,smoking_allowed,status,year_of_construction
5025 JN (Uitvindersbuurt),Living in Holland,https://www.pararius.com/real-estate-agents/tilburg/living-in-holland,51 m²,2025-02-01 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Available starting 2nd of February, reservations open! Newly renovated and fully furnished, 1-bedroom apartment in a fantastic location in Tilburg. The apartments are newly and luxuriously furnished and will be ready for you to move in. Perfect and exclusively available for expats, international students, or others looking for temporary stay.,
,The complex at the Korvelplein has been transformed into an unique living experience, consisting of 15x one-bedroom apartments and 3x two-bedroom apartment. The beautiful building has the ideal location for you, with a calm but lively neighborhood, and within a 5-minute commute from the city center. Discover the many catering establishments, or enjoy an afternoon of shopping in the shopping streets nearby.,
,The apartments have been recently renovated using high-quality materials and will be ready for you to move in. After the renovation, the apartments have been carefully newly furnished to provide optimal living comfort. From large furniture like a bed, cabinets, and couches, to cutlery, bedsheets, and towels, it will be a true hotel experience for a fraction of the cost!,
,The supermarket is around the corner, and the university and central station can both be reached by a slight 10-minute bike ride. The arterial road Ringbaan-Zuid is only a small commute away, and the highway can be reached within a slight 10-minute ride.,
,Apartment 51 m2 | €1.175 excluding service charges,
,The apartment has a new bathroom, a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher, and combination oven), a new bathroom, new furniture, and new appliances. The apartment is located on the first floor and gives access to a shared backyard garden where bicycles can be stored covered.,
,Specialties:,
,
,Rental period maximum 6 months (exchange period is possible! ), security deposit 2 months,
,Perfect landing spot, after which you can look for long-stay housing,
,Attractive and authentic apartment,
,Located in a calm but alive neighborhood, with close proximity to the city center,
,Close to the University and public transport,
,Close to artery roads and a small 10-minute drive from the highway,
,Energy label A, low energy cost,
,Ready to move in, high-quality finishing,
,No pets allowed,
,
,Further information:,
,If you are interested do reach out to us by sending a message directly to start with your reservation.,
                            ",Maximum of 6 months,Flat,A,Present,For rent: Flat Korvelplein in Tilburg,https://www.pararius.com/apartment-for-rent/tilburg/fe6ba733/korvelplein,Furnished,1,1,2,2024-12-02 00:00:00,No,1175.0,Staircase-accessed flat,Temporary rental,Excludes: Service costs,No,For rent,2024
3025 HH (Bospolder),Rotsvast Rotterdam,https://www.pararius.com/real-estate-agents/rotterdam/rotsvast-rotterdam,45 m²,2025-01-01 00:00:00,Not present,Existing building,2700.0,"
                ,Description,

                                                        ,Nice apartment with garden for rent in Rotterdam with 2 bedrooms in the Bospolder district.,
                            ",,Flat,E,"Present (19 m², located on the east)",For rent: Flat Watergeusstraat in Rotterdam,https://www.pararius.com/apartment-for-rent/rotterdam/577fe459/watergeusstraat,Upholstered,,2,3,2024-12-02 00:00:00,No,1350.0,Downstairs apartment,Unlimited period,Excludes: Service costs,No,For rent,1930
1187 EN (Kruidenbuurt),Koops Makelaardij Amstelveen,https://www.pararius.com/real-estate-agents/amstelveen/koops-makelaardij-amstelveen,167 m²,2025-01-22 00:00:00,Not present,Existing building,6400.0,"
                ,Description,

                                                        ,Zonnedauwlaan, Amstelveen (approx. 176 m2) €3200, - excl. G/W/E,
Fully furnished family home in a quiet residential area with a view of the water. Bright living room with underfloor heating and French doors to the sunny garden with back entrance and detached stone shed. The open kitchen is located at the front of the house and is equipped with all conveniences including induction hob, dishwasher, refrigerator, freezer, 2 ovens and quooker tap. There are also patio doors to the front garden here. In the hall there is a toilet, extra cupboard space and the staircase to the first floor. ,
,The first floor has two bedrooms and a walk-in closet. The master bedroom is spacious and has a double bed and dresser. The adjacent room is furnished as a children's room. The bathroom is also located on this floor and is equipped with a fixed double sink, walk-in shower, bath and toilet. The second floor can be reached by means of a fixed staircase. Here are two more bedrooms, one with a double bed, desk and plenty of storage space. The other room is furnished as an office space with a loft which can be used as a small play area for children or extra storage space. This room can also be used as a bedroom. The second bathroom is also located on this floor, which has a double sink, toilet and walk-in shower. The laundry room is also located on this floor, where the washing machine and dryer are located. Due to the facilities on the second floor, this house is also well suited for an expat family with a nanny. ,
,In the immediate vicinity of the house are various primary and secondary schools (including the two International Schools of Amstelveen) and within walking distance the shops of the recently expanded Westwijk shopping center (with large Albert Heijn) on the Assering for daily shopping. In addition, an Albert Heijn XL (Bovenkerk) is located within cycling distance of the house. The house is also located in a quiet neighborhood with lots of greenery and all kinds of playgrounds for children. Access to public transport is also nearby. Tram line 25, a direct bus connection to the Stadshart Amstelveen shopping center (line 347) and a fast connection to Amsterdam Central are all within walking distance. The Stadshart Amstelveen shopping center is within cycling distance of the house and various football fields, hockey clubs, tennis parks and riding schools are located in the vicinity of the house. The Amsterdamse Bos with many recreational opportunities is practically around the corner! The motorways to Amsterdam, Utrecht and The Hague are quick and easy to reach.,
                            ",,House,A,"Present (54 m², located on the north-west)",For rent: House Zonnedauwlaan 16 in Amstelveen,https://www.pararius.com/house-for-rent/amstelveen/4f39ba0e/zonnedauwlaan,Furnished,2,5,6,2024-12-02 00:00:00,,3200.0,"Mid-terrace house, Family home",,,,For rent,2008
1053 LV (Van Lennepbuurt),OSR Real Estate B.V.,https://www.pararius.com/real-estate-agents/amsterdam/osr-real-estate-b-v,60 m²,2025-01-02 00:00:00,Not present,Existing building,5500.0,"
                ,Description,

                                                        ,Apartment for rent in Amsterdam with 2 bedrooms in the Van Lennepbuurt district.,
                            ",,Flat,B,,For rent: Flat Nassaukade 335 1 in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/67849456/nassaukade,Upholstered or furnished,1,2,3,2024-12-02 00:00:00,,2750.0,"Upstairs apartment, Apartment",,,,For rent,1883
2312 XS (Marewijk),RE/MAX Makelaarsgilde Leiden,https://www.pararius.com/real-estate-agents/leiden/re-max-makelaarsgilde-leiden,95 m²,2024-12-02 00:00:00,Not present,Existing building,4500.0,"
                ,Description,

                                                        ,Stylish and furnished 2-room corner apartment on one of the most beautiful canals of Leiden! Modern living with the historic atmosphere of a national monument. The spacious apartment is a feast for the eyes, is full of beautiful authentic details, but is also very well maintained and equipped with contemporary modern conveniences. It is located on the corner of the Oude Vest and the Lange Mare, with the Schouwburg, Museum de Lakenhal and Museum Boerhaave within walking distance, making the location very popular. In addition, the Central Station, LUMC, Bio Science park can be reached within a few cycling minutes.,
,Layout:,
,Ground floor: On the corner of the Oude Vest with the Lange Mare is the entrance of the house. The living room has an open character with high ceilings and the original sliding windows with lots of light. The modern kitchen in a straight line-up has all the usual built-in appliances such as a large refrigerator and freezer, dishwasher, 5-burner gas hob and a combi oven. From the living room there is a passage to the bathroom with shower and washbasin. There is also a separate toilet room with a hanging toilet and a wash basin.,
,Basement: access to the basement via a fixed staircase from the living room. Due to the spacious and playful layout, the basement can be used as a bedroom, but there is also enough space for a guest bed and a desk. In addition, the bedroom has a wide cupboard wall, in which the washing machine is located.,
,Special features:,
,- Living area 95m2,
,- National monument,
,- Furnished (as presented),
,- Energy label C,
,- Beautiful view of the Oude Vest,
,Rental conditions:,
,- Excluding gas, water, electricity, internet and TV,
,- Contract duration of 1 year with diplomatic clause from the landlord,
,- Deposit 2 months’ rent,
,- Available immediately,
,- Pets are allowed,
,- Smoking not allowed,
                            ",Maximum of 12 months,Flat,C,Not present,For rent: Flat Oude Vest in Leiden,https://www.pararius.com/apartment-for-rent/leiden/7aa90bf4/oude-vest,Furnished,1,1,2,2024-12-02 00:00:00,No,2250.0,Downstairs apartment,Temporary rental,Includes: Service costs,No,For rent,1850
1018 GV (Weesperbuurt/Plantage),ViaDaan,https://www.pararius.com/real-estate-agents/eindhoven/viadaan,154 m²,2025-01-01 00:00:00,Not present,Existing building,5500.0,"
                ,Description,

                                                        ,Spacious apartment for rent in Amsterdam with 4 bedrooms in the Weesperbuurt/Plantage district.,
                            ",,Flat,C,Not present,For rent: Flat Sarphatistraat 100 2 in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/0d21e26b/sarphatistraat,Upholstered,1,4,5,2024-12-02 00:00:00,,4800.0,Upstairs apartment,Unlimited period,Excludes: Service costs,,For rent,1874
6214 AJ (Mariaberg),Huizenbalie.nl,https://www.pararius.com/real-estate-agents/tilburg/huizenbalie-nl,105 m²,2025-01-01 00:00:00,Not present,Existing building,3190.0,"
                ,Description,

                                                        ,Very charming 1930s upstairs apartment located in a neat street, on the edge of the old city center.,
,The house has a unique character partly due to a vide (height dining room 6 meters!) with large glass wall.,
,The living area is located on the second and third floor, with a very large roof terrace of 25m2 on the second floor (and because of the high location lots of sun and privacy), with a spacious private storage room in the basement (20m2) and on the first floor (2m2).,
,On the second floor are the spacious living room and dining room with adjoining kitchen. The modern kitchen - finished in high-gloss white - is equipped with all appliances, including dishwasher, 5 burner stove with 70L oven, refrigerator & freezer and built-in lighting. From the kitchen there is access to the roof terrace, where there is a lot of sun in the summer due to the high location. Also on this floor is the first bedroom (10m2) and a separate guest toilet. On the third floor is the master bedroom, equipped with professional built-in air conditioning (Daikin) as well as the bathroom with bath, modern bathroom furniture and second toilet. The hall / landing between bathroom and bedroom of approximately 11 square meters is very useful as a study / office. Parking in front of the door very well possible with a parking permit. The house is located in a very well maintained and fully modernized building, fully equipped with double glazing, security locks (the house has a police quality mark), video intercom, central heating (Nefit boiler) and modern electricity. The house is rented with (recently renewed) laminate flooring and various roller and hanging curtains.,
,These remain the property of the landlord. In short, a special and very beautiful house that is definitely worth viewing. Minimum rental agreement duration is 1 year. 2 months deposit and one month's rent to be paid in advance. The home may be occupied by a maximum of two adults (together with any resident children). Income requirements apply, for which a pay slip and a letter of intent are required in the case of a temporary contract. No students.,
,This information has been carefully compiled by us. No liability is accepted for any incompleteness, inaccuracy or otherwise, or the consequences thereof. All measurements and dimensions are indicative and not exact according to the NEN-2580 standard.,
                            ",Minimum of 12 months,Flat,C,Not present,For rent: Flat Brandenburgerweg 3 C in Maastricht,https://www.pararius.com/apartment-for-rent/maastricht/82290e61/brandenburgerweg,Shell,1,2,3,2024-12-02 00:00:00,Yes,1595.0,"Upstairs apartment, Double upstairs apartment",Unlimited period,Excludes: Service costs,No,For rent,1935
1187 ZT (Theaterbuurt),Koops Makelaardij Amstelveen,https://www.pararius.com/real-estate-agents/amstelveen/koops-makelaardij-amstelveen,216 m²,2025-02-03 00:00:00,Not present,Existing building,7600.0,"
                ,Description,

                                                        ,Noorddammerweg, Amstelveen (app. 220m2) €3800,- Excl. G/W/E,
Beautiful semi detached house situated in a unique location in Amstelveen. Located at the country side yet within easy walking distance of an very nice shopping mall, various schools, playgrounds, the city center and good accessibility by public transport or public transport make this neighborhood a favorite residential location. ,
,Entrance with toilet and stairs. Spacious and bright living room with fireplace, wooden floor, open kitchen and sliding doors giving access to the garden. The beautiful kitchen has all the conveniences including large oven, gas cooker, dishwasher, American fridge and plenty storage space. The house is surrounded by the garden and comes with lots of privay and greenery. Garden is also provided with a shed. In-house garage is currently used as storage with washer and dryer. The 1st floor is with 3 bedrooms, all with bed and closet. Spacious bathroom with corner bath, walk in shower, double sink and toilet. The 2nd floor is with 2 more spacious bedrooms which are currently furnished as a guest room and extra bedroom. Second bathroom with shower, washbasin and extra toilet. Attic to be used as storage. Own driveway at the front to park several cars. ,
,Nearby Amsterdam forest, De Poel and with plenty of recreational opportunities. Nearby public transport and easy access to the A9 (with direct connection to the ring road around Amsterdam) and via the N201 on the A4 direction The Hague.,
                            ",,House,A,"Present (100 m², located on the south-east)",For rent: House Noorddammerweg 64 BIS in Amstelveen,https://www.pararius.com/house-for-rent/amstelveen/89c359c1/noorddammerweg,Upholstered,2,5,6,2024-12-02 00:00:00,,3800.0,"Semi-detached house, Villa",,,,For rent,2007
5046 LS (Kasteel West),Living in Holland,https://www.pararius.com/real-estate-agents/tilburg/living-in-holland,53 m²,2025-02-01 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Available from 01-02-2025, reservations open! Newly renovated and fully furnished, 1-bedroom apartment in a fantastic location in Tilburg. The apartments are newly furnished and ready to move into.,
,The complex on the Willem de Rijkestraat has been transformed into a unique living experience, consisting of 4 one-bedroom apartments and 1 three-bedroom apartment. The beautiful building has the ideal location for you, with a quiet yet lively neighborhood, and within a 5-minute commute of the city center. Explore the many catering establishments or enjoy an afternoon of shopping in the shopping streets nearby.,
,The apartments have been recently renovated with high-quality materials and are ready for you to move in. After the renovation, the apartments have been carefully redecorated for optimal living comfort. From great furniture like a bed, cabinets and sofas, to cutlery, sheets and towels, it will be a real hotel experience at a fraction of the cost!,
,The supermarket is around the corner, and the university and central station can both be reached in just under 10 minutes by bike. The Ringbaan-Noord arterial road is just a short commute away, and the highway can be reached in just under a 10-minute drive.,
,Apartment 53 m2 | €1,125 excluding service charges,
,The apartment has a new bathroom (with new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher and combination oven), a new bathroom, new furniture and new appliances. The apartment is on the second floor and gives access to a shared backyard where bikes can be stored covered, and you have your own private storage room. Parking spaces are also available.,
,Details:,
,
,Rental period is long-stay, deposit 2 months,
,Attractive and authentic apartment,
,Located in a quiet but lively neighborhood, close to the city center,
,Close to the university and public transport,
,Close to highways and a 10 minute drive from the highway,
,Energy label A+, low energy costs,
,Ready to move in, high quality finishing,
,Pets not allowed,
,Smoking not allowed inside, possible in backyard terrace,
,
,Further information:,
,If you are interested please contact us by sending a message directly to start your reservation.,
                            ",,Flat,A+++,Present,For rent: Flat Willem de Rijkestraat in Tilburg,https://www.pararius.com/apartment-for-rent/tilburg/24e091ca/willem-de-rijkestraat,Furnished,1,1,2,2024-12-02 00:00:00,,1400.0,Staircase-accessed flat,Unlimited period,Excludes: Service costs,,For rent,2023
5014 NJ (Sint Pieterspark),Living in Holland,https://www.pararius.com/real-estate-agents/tilburg/living-in-holland,56 m²,2025-02-04 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Available from February 4th 2025, reservations open! Newly renovated and fully furnished 2-room apartment in a fantastic location in Tilburg. The apartments are new and luxuriously furnished and ready for you to move in. Perfectly and exclusively available for expats, international students or others looking for temporary residence.,
,The complex on the Hoefstraat has been transformed into a unique living experience, consisting of 5 one-bedroom apartments and 1 two-bedroom apartment. The beautiful building has the ideal location for you, with a quiet but lively neighborhood, and within a 5-minute commute from the city center. Explore the many catering establishments or enjoy an afternoon of shopping in the shopping streets nearby.,
,The apartments have been recently renovated with high-quality materials and are ready for you to move in. After the renovation, the apartments have been carefully redecorated for optimal living comfort. From great furniture like a bed, cabinets and sofas, to cutlery, sheets and towels, it will be a real hotel experience at a fraction of the cost!,
,The supermarket is around the corner, and the university and central station can both be reached in just under 10 minutes by bike. The Ringbaan-Noord arterial road is just a short commute away, and the highway can be reached in just under a 10-minute drive.,
,Apartment 56 m2 | €1,425 exclusive.,
,The apartment has a new bathroom (with new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher and combination oven), a new bathroom, new furniture and new appliances. The apartment is located on the second floor and gives access to a shared backyard where bicycles can be stored covered.,
,Details:,
,
,Rental period 6 months, deposit 2 months,
,Attractive and authentic apartment,
,Located in a quiet but lively neighborhood, close to the city center,
,Close to the university and public transport,
,Close to highways and a 10 minute drive from the highway,
,Energy label A+++, low energy costs,
,Ready to move in, high quality finishing,
,Pets not allowed,
,Smoking not allowed inside, possible in backyard terrace,
,
,Further information:,
,If you are interested please contact us by sending a message directly to start your reservation.,
                            ",Maximum of 6 months,Flat,A+++,Present,For rent: Flat Hoefstraat in Tilburg,https://www.pararius.com/apartment-for-rent/tilburg/0163a93e/hoefstraat,Furnished,1,1,2,2024-12-02 00:00:00,,1425.0,Staircase-accessed flat,Temporary rental,Excludes: Service costs,,For rent,2024
1018 LH (Oostelijke Eilanden/Kadijken),Verhuurtbeter.nl,https://www.pararius.com/real-estate-agents/rotterdam/verhuurtbeter-nl,82 m²,2024-12-02 00:00:00,Not present,Existing building,1950.0,"
                ,Description,

                                                        ,About this type of property,
This property is the option for families looking for a spacious home near the city. From the hall you reach the large living and dining area, well-lit and spacious thanks to the open-plan kitchen. From the living room you have access to a balcony. Large enough for a nice sitting area, so that you can enjoy the view over the city with a drink. Space prevails in the whole flat, because the two bedrooms even have their own hall. These bedrooms have large French windows and are almost the same size. This allows each member of the family to have his or her own space. But even without children, the second bedroom comes in handy - use it, for example, as a large work or study space. ,
,
,
,Two similarly sized bedrooms,
,
,
,Spacious living and dining area ,
,
,
,Separate bathroom and toilet ,
,
,
,Balcony with view over the city ,
,
,
,Private storage room in the flat ,
,
,
,About the project,
Video and 3D tours are of the house types. This project contains 11 different house types. For an exact layout of the home view the uploaded map. This apartment falls under Close To City (CTC). A project with 33 homes in Amsterdam.,
,CTC: 33 apartments in central Amsterdam,
Located in the new hotspot of Amsterdam you will find a brand new complex that is seven stories high. The 33 flats you will find here are your stylish oasis near the dynamic Amsterdam city centre. Whether you're looking for an affordable studio, a spacious two or three bedroom flat or complete luxury in a penthouse on the top floor. Here, city living really becomes an adventure again.,
,The flats are equipped with all the necessities and are excellently finished. The complex has a beautiful courtyard garden and a communal storage area.,
,For centuries the centre of trade and history, now a thriving hotspot where living in the city takes on a new, adventurous meaning. This complex is part of the Werkspoorhal in the rugged district of Oostenburg. At the Werkspoorhal, the authentic era of yesteryear is translated into a neighbourhood of modern class and allure. Here you can stroll along the quay and through the streets to discover the brand new cafés, coffee shops and restaurants. Or visit the various authentic boutiques and retail shops - each one unique with its own personal story and distinctive products. A charming, adventurous neighbourhood with a spacious layout, a rich history and a fantastic location near the city.,
 ,
And by Close To the City, we mean really close. Step on your bike and within 10 minutes you are already riding along the canals of Amsterdam's city centre. In this pocket-sized metropolis, you will find everything you need and more. Spend an afternoon shopping, discover the countless bars and pubs for memorable nights out, or go on a voyage of discovery through Amsterdam's various neighbourhoods. The countless innovative restaurants, historic monuments and impressive museums guarantee you an adventure in your own city, day after day. ,
,
,Living in the newest hotspot of Amsterdam,
- All apartments have underfloor heating, regulated by a central heat pump*,
- Modern living with a nod to Amsterdam's rich past,
,All necessary facilities near the complex,
,A 10-minute bike ride to the city centre,
,Public transport in the vicinity,
,
,*This installation is an advantage in the current market, as tenant does not have to enter into a gas supply agreement. Tenant is aware that the supply of heat, cold and hot tap water in the leased property is via a heat pump. There is no central heating system in the property. The tenant undertakes to purchase these services on the terms and conditions described in a separate agreement with Eteck.,
,The flats,
Spacious rooms with an excellent finish create the basis on which your dreams can become reality. Everyone can find their home in the complex. For starters with a desire for luxury and stylish living, there are the affordable studios. The two- and three-room flats are there for the young professionals and young families who have a heart for the city, but also need peace and quiet. The penthouses on the top floor take the prize and give you the ultimate living experience: spacious living near the centre of Amsterdam with a breathtaking view of the surroundings. Whatever you choose, each flat is fitted with modern sanitary facilities, an open-plan kitchen and many windows to let in a wonderful amount of light.,
                            ",,Flat,A,,For rent: Flat Oostenburgermiddenstraat in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/35bcf374/oostenburgermiddenstraat,,,2,3,2024-12-02 00:00:00,,1950.0,"Upstairs apartment, Apartment",Unlimited period,Excludes: Service costs,,For rent,2020
6811 EB (Markt),Max Makelaars,https://www.pararius.com/real-estate-agents/rotterdam/max-makelaars,86 m²,2025-01-01 00:00:00,Present,Existing building,,"
                ,Description,

                                                        ,AVAILABLE PER 1 NOVEMBER,
,We have Broerenstraat 45-12 in the heart of Arnhem available from November 1!,
,It concerns a 3-room apartment at location ""Markt"" with an area of 87 m2, located on the first floor. Elevator available.,
The rent is € 1.450,- and € 62,50,- service costs per month (excl. gas/water/electricity).,
The lease is for a minimum of 1 year. The deposit is at least 1 time the monthly rent + service charges (this may vary). ,
,Complex Verto, located at Broerenstraat 45 in the historic center of Arnhem, is a building with history and modern ingenuity. Here comfortable living and quality of life are paramount! The originally office building was transformed in 2020 into a place where it is good to come home. Verto is located in the middle of a completely renewed urban area. Here you have everything at hand to enjoy life. The movie house, cafes and terraces, restaurants, trendy stores and the railway station; everything is just a few minutes' walk away.,
,The 58 high-quality finished apartments all have their own storage in the basement, a private outdoor space and a communal bicycle storage with charging facilities for your bicycle.,
,The house and extras,
This home has Energy Label A++.,
The house is luxuriously equipped with underfloor heating and modern laminate flooring (wide strip Balterio Dolce) with high skirting boards. Enjoy good cooking in the kitchen with a white kitchen unit and easy gray countertop, Siemens built-in appliances (induction hob, dishwasher, combi microwave, extractor fan and a Bosch fridge freezer). The balcony/private outdoor space is south facing.,
Furthermore, the bathroom is finished with separate shower and double sink (and faucets) with a large mirror. Also, the bathroom and separate toilet area are tiled with a sleek finish.,
,The storage room is located in the basement and is approximately 5 m2. ,
,There are also in complex Verto or Q-park parking spaces (availability subject to change) with (almost) direct access to the complex. The price for these parking spaces is on request. ,
,If you are interested, please submit the registration form (available from us) with the following documents as soon as possible:,
-Copy of identification document,
-Employer's certificate (recent),
-Copy of the three most recent salary slips (June, July and August),
-Copy of the three most recent bank statements showing payment of salary, benefits, pension, etc. (June, July and August),
-Copy of the population register (recent).,
-In case of retirement or benefits, please provide your last annual statement,
-A declaration from your current mortgage lender or landlord (landlord declaration of good conduct),
-If you own a business, you must provide a balance sheet, profit and loss statement for the most recent full year, an auditor's statement and a recent extract from the Chamber of Commerce register (max. 1 month old). ,
,Income requirements,
Please take into account the income requirement before registering. You must meet the following standard if you wish to qualify for housing. The income standard is as follows: The gross monthly income must be at least 3.5 times the monthly rent including service costs.,
,Equity,
To better meet the income requirement, you can add 10% of your equity to your gross annual income. You must be able to prove the equity by means of a copy of a bank statement.,
,The pictures shown are of a similar apartment located on a lower floor.,
                            ",,Flat,A++,Not present,For rent: Flat Broerenstraat in Arnhem,https://www.pararius.com/apartment-for-rent/arnhem/873a7a3e/broerenstraat,Upholstered,1,2,3,2024-12-02 00:00:00,,1550.0,"Upstairs apartment, Apartment",,,,For rent,2020
